Q,A,label
내 맘도 때론 알기가 힘든걸요.,최고,2
내 집 마련의 한 걸음을 내딛으셨네요.,최고,0
내 집에 한 걸음 더 다가갔네요.,최고,0
내가 맞는 것과 맞지 않은 걸 구별해보세요.,최고,0
내가 우선순위면 돼요.,최고,0
내가 있는 곳 그 자리에서 만족하는 것이 중요해요.,최고,0
내년이라고 별 수 있겠어요.,최고,0
내일 보면 될 거예요.,최고,0
내일도 좋은 하루 보내세요.,최고,1
내일도 평온하길 바라요.,최고,0
내일은 나은 하루이길 바랄게요.,최고,1
내일은 나을 거예요.,최고,0
내일은 더 예뻐지겠네요.,최고,0
내일은 또 해가 뜰 거예요.,최고,1
내일은 오늘보다 나을 거예요.,최고,0
내일의 시작이죠.,최고,0
냉장고 파먹기 해보세요.,최고,0
너무 긴장했나 봐요.,최고,0
너무 사랑한 거였을 거예요.,최고,1
넓은 마음을 가져보세요.,최고,1
노래 연습 꾸준히 해보세요.,최고,0
노래 연습을 해보세요.,최고,0
노력하는 모습이 좋아 보여요.,최고,0
녹음이나 메모로 증거를 남겨보세요.,최고,0
놀 때 놀고 할 때 하세요.,최고,0
놀러가세요!,최고,0
놀이동산은 다 좋아할 거예요.,최고,0
높은 곳으로 가보세요.,최고,0
놓느라 고생했어요.,최고,1
뇌세포에 에너지를 공급하려는 자연스러운 현상이에요. 에너지가 부족한가봐요.,최고,0
누가 물어본 뒤에 생각해봐도 늦지 않아요.,최고,0
누구나 몰려가는 줄에 설 필요는 없어요.,최고,0
누구나 한 번쯤 시도해 볼 만하죠.,최고,0
누구든 받을 사람이 있을 거예요. 친구들한테 연락해보세요.,최고,0
누군가를 기다린다는 게 쉬운게 아니죠.,최고,0
누룽지 해드세요.,최고,0
눈 체조를 해보세요.,최고,0
눈꺼풀의 무게를 이겨내세요.,최고,0
눈사람 만들어보세요.,최고,0
눈을 감고 곰곰히 생각해보세요.,최고,0
눈을 감고 명상을 해보세요.,최고,0
눈을 깜빡거려 보세요.,최고,0
눈이 많이 내렸나 봐요.,최고,0
눈이 오면 좋겠네요.,최고,0
눈치가 빠르시군요.,최고,0
능력이 있으면 하면 되죠.,최고,0
다 괜찮아질 거예요.,최고,1
다 예뻐요.,최고,0
다 잘 될 거예요.,최고,0
다 지나갈 거예요.,최고,0
다니면서 준비해보세요.,최고,0
다듬기만해도 괜찮을 거예요.,최고,0
다른 걸 발전시켜보세요.,최고,0
다른 게임해보세요.,최고,0
다른 곳에 관심이 많은가봐요.,최고,0
다른 곳에 쓰려고 운을 아껴뒀나 봐요.,최고,0
다른 곳으로 관심을 돌려보세요.,최고,1
다른 기회가 올 거예요.,최고,1
다른 능력을 채워보세요.,최고,0
다른 반 친구한테 빌려보세요.,최고,0
다른 반에서 빌려보세요.,최고,0
다른 사람 만나요.,최고,1
다른 사람에게 기대도 괜찮아요.,최고,1
다른 사람의 삶에 한눈팔며 살기에는 자신의 인생이 너무나도 소중합니다.,최고,0
다른 안경 써보세요.,최고,0
다른 연락을 많이 하거나 더 자주 만나세요.,최고,0
다른 이모티콘을 이용해주세요.,최고,0
다른 일을 해보세요.,최고,0
다른 친구랑 가라고 해요.,최고,0
다른 사람에게 기대보는 건 어떨까요.,최고,1
다시 방문해보세요.,최고,0
다시 새로 사는 게 마음 편해요.,최고,0
다시 아침이 올 거예요.,최고,1
다시 연락하고 싶다면 전화해보세요.,최고,1
다시 일어서세요.,최고,1
다시는 그러지 않겠다고 솔직하게 이야기해보세요.,최고,1
다양하게 경험해보세요.,최고,0
다양하게 배우면 좋죠.,최고,0
다음 공채 때는 될 거예요.,최고,0
다음 달에는 조금 줄여보세요.,최고,0
다음부터 속지 마세요.,최고,0
다음부터는 더 많이 아세요.,최고,0
다음부터는 속지 마세요.,최고,0
다음부터는 잘 챙기세요.,최고,0
다음에 잘 하면 돼요.,최고,0
다음에는 꼭 진급할 거예요.,최고,0
다음에는 다를거예요.,최고,0
다음에는 들어줄거예요.,최고,0
다음에는 받을 수 있을 거예요.,최고,0
다음에는 우산에 이름이랑 연락처를 적어보세요.,최고,0
다음에는 잘 될 거예요.,최고,0
다음에는 픽서를 사용해보세요.,최고,0
다음에는 할 수 있을 거예요.,최고,0
다음엔 조심하면 돼요.,최고,1
다이어트를 해봐요.,최고,0
다행이네요.,최고,1
다행이에요.,최고,0
단맛도 있을 거예요.,최고,0
단순하게 생각하세요.,최고,1
단짠으로 두 개 사는 게 진리죠.,최고,0
달달한 시럽을 추가해보세요.,최고,0
달라지는 게 없다면 지금이 좋을지도 몰라요.,최고,1
달력에 적어보세요.,최고,0
달리세요!,최고,0
답은 언제나 내 안에 있죠.,최고,0
당당히 말씀해보세요.,최고,0
당번을 정해서 청소해보세요.,최고,0
당신 그대로의 모습이 보기 좋아요.,최고,0
당신 정말 멋져요.,최고,1
당신도 예뻐요.,최고,0
당신도 잘 지내고 있길 바랄게요.,최고,1
당신도 행복하세요.,최고,1
당신은 복받은 사람.,최고,0
당신은 살 가치가 있는 소중한 사람이에요.,최고,1
당신은 생각보다 큰 사람이에요.,최고,0
당신은 잘 지내고 있나 봅니다.,최고,1
당신은 좋은 사람이에요.,최고,1
당신은 하나밖에 없는 소중한 사람이에요.,최고,0
당신을 소중하게 생각하세요.,최고,0
당신을 위해 좋은 추억만 간직하세요.,최고,1
당신을 인정해줄 곳을 찾아보세요.,최고,0
당신의 능력을 잘 찾아보세요.,최고,0
당신의 마음이 정리되었다면 고백해보세요.,최고,2
당신의 삶을 응원해 드릴 수 있어요라고 감히 말해 봅니다.,최고,0
당신의 운을 믿어보세요.,최고,0
당신의 인생은 당신만이 주인공이에요.,최고,2
당신의 잠재력은 무궁무진해요.,최고,0
당신의 잠재력을 믿어보세요.,최고,0
당신이 잘돼야 성덕이 될수있겠죠.,최고,0
당신이 좋아하는 꽃으로 만들어보세요.,최고,0
당신이 행복하길 바라는 생각을 하고 있어요.,최고,0
당신이니까요.,최고,2
당신이요.,최고,0
당장 비행기표 예약하세요.,최고,0
대인배시군요.,최고,0
대중교통을 이용해 보세요.,최고,0
대중교통을 이용해 주세요.,최고,0
대청소를 해보세요!,최고,0
대화로 풀어보세요.,최고,0
대화를 많이 해서 바로 바로 풀어요.,최고,0
대화의 눈높이가 맞는 사람 만나세요.,최고,0
대화하면서 얽힌 감정들을 풀어보세요.,최고,0
더 가까워질 기회가 되겠네요.,최고,0
더 괜찮아 질 거예요.,최고,1
더 깊은 공부할 수 있을 거예요.,최고,0
더 많아도 괜찮아요.,최고,0
더 많이 믿어주세요.,최고,0
더 많이 배웠길 바라요.,최고,0
더 많이 사랑한 거겠죠.,최고,1
더 많이 연락하고 관심을 가져주세요.,최고,0
더 많이 연습하고 준비해보세요.,최고,0
더 많이 표현해주세요.,최고,2
더 사랑했나 봐요.,최고,1
더 신경써 주세요.,최고,0
더 열심히 하세요.,최고,0
더 웃으면서 대해보세요.,최고,0
더 일찍 일어나세요.,최고,0
더 잘 살면 돼요.,최고,1
더 잘해주세요.,최고,2
더 좋아질 거예요.,최고,1
더 좋은 곳에서 살 수 있을 거예요.,최고,0
더 좋은 기회가 올 거예요.,최고,0
더 행복해지려고 하나 봐요.,최고,1
더 행복해질 거예요.,최고,0
데이트하기 좋은 곳이죠.,최고,0
도서관 데이트 추천해요.,최고,0
도서관도 다니시나 봐요.,최고,0
도와주려는 것일 수도 있어요.,최고,0
도전 응원합니다.,최고,0
도전 정신 마음에 드네요.,최고,2
도전은 항상 좋죠.,최고,0
도전을 응원합니다!,최고,0
도전해 봐도 좋을 거 같아요.,최고,0
돈 모아서 사세요.,최고,0
돈 없어도 할 수 있는 게 많아요,최고,0
돈은 다시 들어올 거예요.,최고,0
돈은 쓴만큼 또 생긴다고 하던데요.,최고,0
돈을 모아 땅을 사세요.,최고,0
돈을 모아서 다른 곳으로 이사갈 수 있을 거예요.,최고,0
돈을 얼른 모아야 할 이유가 생겼네요.,최고,0
돈이 전부는 아니지만 돈보다 좋은건 없다고 했어요.,최고,0
돌아오길 바란다면 연락해보세요.,최고,1
돕는 게 아니라 같이 하는 거예요.,최고,0
동물 좋아하는 사람치고 나쁜 사람 없어요.,최고,2
될 거예요.,최고,0
두려워말고 말해보세요.,최고,2
두려워하지 않아도 돼요.,최고,0
드라이브 추천해요.,최고,0
드라이브라도 다녀오는 건 어떨까요.,최고,1
드세요!,최고,0
득템했길 바라요.,최고,0
든든하게 드세요.,최고,0
듣고 나면 더 그리울 거예요.,최고,1
등산 데이트를 해보세요.,최고,0
디져트 드세요.,최고,0
따듯한 차 한잔 어때요?,최고,0
따뜻하게 관리하세요.,최고,0
따뜻하게 드세요.,최고,0
따뜻하게 사세요!,최고,0
따뜻하게 입으세요.,최고,0
따뜻한 마음이네요.,최고,2
따뜻한 물 한 잔 드세요.,최고,0
따뜻해졌죠.,최고,0
때로는 추억이 힘이 되기도 하죠.,최고,1
때로는 혼자만의 시간도 필요하죠.,최고,0
떨리는 감정은 그 자체로 소중해요.,최고,0
또 다른 시작.,최고,1
또 다른 시작이 될 거예요.,최고,1
또 다른 인연이 있기 마련이죠.,최고,1
또 다른 친구를 사귈 수 있을 거예요.,최고,0
또 주말이 오겠죠.,최고,1
똑같이 해주세요.,최고,0
뜨끈하게 겨울 나길 바랍니다.,최고,0
라디오를 들으며 여유를 가져보세요.,최고,0
라면봉지 레시피 그대로 해보세요.,최고,0
로또 먼저 사보세요.,최고,0
마무리 잘하세요.,최고,0
마시면 좋죠.,최고,0
마음 고생 많았어요.,최고,1
마음 단단히 잡으세요.,최고,1
마음가는대로 해보세요.,최고,2
마음도 편하고 후련하고 기분이 좋아질 거예요.,최고,1
마음에 드는 책을 잘 찾아보세요.,최고,0
마음에 드는 걸로 하세요.,최고,0
마음에 따라 얼마든지 바뀔 수 있어요.,최고,0
마음에 솔직한 사람이에요.,최고,1
마음에도 봄이 오길 바라요.,최고,0
마음으로 충분할 거예요.,최고,0
마음을 글로 담기 참 어렵죠.,최고,1
마음을 더 열어보세요.,최고,0
마음을 손이 따라와주지 않죠.,최고,0
마음의 병이 조금씩 나아지길 바랍니다.,최고,0
마음의 안정을 취하기 좋은 취미네요.,최고,0
마음의 양식을 채우길 바랄세요.,최고,0
마음의 준비가 되길 바랍니다.,최고,1
마음의 준비가 필요하겠네요.,최고,1
마음의 준비를 하세요.,최고,0
마음의 짐을 좀 덜었길 바라요.,최고,1
마음이 시키는대로 하면 되요.,최고,0
마음이 알고 있을 거예요.,최고,1
마음이 좀 후련해지길 바랄게요.,최고,1
마음이라도 어리게 사세요.,최고,0
마음이라도 청춘이어야죠.,최고,0
마지막을 잘 마무리 해야 시작도 잘 할 수 있을 거예요.,최고,1
마지막이 아닐 지도 몰라요.,최고,1
만화 같은 일이네요.,최고,0
많으면 많을 수록 좋죠.,최고,0
많이 들지만 줄일 수 있을 거예요.,최고,0
많이 만나보세요.,최고,0
많이 배우면 좋죠.,최고,0
많이 벌수록 좋아요.,최고,0
많이 알면 도움이 되겠죠.,최고,0
많이 찍다보면 조금씩 실력이 늘거예요.,최고,0
많이 하면 좋죠.,최고,0
말 잘하는 사람들 따라 연습해보세요.,최고,0
맘고생 많았어요.,최고,1
맛있는 거 드세요.,최고,0
맛나게 끓여드세요.,최고,0
맛나게 드세요.,최고,0
맛난 거 드세요.,최고,0
맛난 걸 드셔보세요.,최고,0
맛있을 거 같아요.,최고,0
맛있게 드세요.,최고,0
맛있게 드시고 오셨길 바랍니다.,최고,0
맛있게 많이 드세요!,최고,0
맛있게 먹으면 0칼로리!,최고,0
맛있게 먹으면 영칼로리!,최고,0
맛있겠네요.,최고,0
맛있는 간식도 가져가세요.,최고,0
맛있는 거 드세요.,최고,0
맛있는 거 먹고 기분이 나아졌다면 걱정은 넣어두세요.,최고,1
맛있는 식사시간 되시길 바랄게요.,최고,0
맛있을 거 같아요.,최고,0
맛있죠!,최고,0
매력있는 사람인가봐요.,최고,0
매력있어요.,최고,1
매일 가고 싶네요.,최고,0
매일 거울을 보며 스스로 칭찬해보세요.,최고,0
매일 조금씩 해보세요.,최고,0
매일 환기하는 게 좋대요.,최고,0
매일매일 조금씩 더 똑똑해 질거예요.,최고,0
먹고 운동하세요.,최고,0
먹고 자고 그게 진리예요.,최고,0
먹고는 살아야죠.,최고,0
먼저 고백을 해보세요.,최고,0
먼저 고백해보세요.,최고,2
먼저 다가가 보세요.,최고,0
먼저 마음 놓고 말할 수 있는 사람이 되어주세요.,최고,0
먼저 마음 편히 대할 수 있는 사람이 되어주세요.,최고,0
먼저 말 걸어 보세요.,최고,0
먼저 사람들이랑 연락해서 놀러 가는 건 어때요?,최고,0
먼저 생활패턴을 살펴 보세요.,최고,0
멋있게 파이팅!,최고,1
멋있네요.,최고,0
멋져 보여요!,최고,0
멋지게 데이트 신청 해보세요.,최고,0
멋진 나이테죠.,최고,0
멋진 말이네요.,최고,0
멋진 말이에요.,최고,0
멋진 생각이네요.,최고,0
멋진 선물이네요.,최고,0
모든 건 필요가 있어요.,최고,0
모처럼만에 즐거운 시간 보내겠네요.,최고,0
목소리는 역시 저음이죠.,최고,0
목표는 있으면 좋겠지만 없다고 미리 걱정할 필요 없어요. 생길 거예요.,최고,0
몸 관리 꾸준히 해주세요.,최고,0
몸은 뜨겁고 머리는 차갑게!,최고,0
물리적 나이가 아니라 정신적 나이가 중요하니까요.,최고,0
뭐든 시작해보면 좋을 거예요.,최고,0
뭐든 잘하면 기술이죠.,최고,0
뭐든 좋죠.,최고,0
뭘 다운 받으신 건지…,최고,0
뭘 먹든 맛있게 드세요!,최고,0
뭘 입어도 멋져요.,최고,0
뭘 입어도 멋질 거예요.,최고,0
뭘 입어도 예뻐요.,최고,0
뭘 해도 예뻐요.,최고,0
미래에 유명한 자격증일 거예요.,최고,0
미래의 배우자가 달라져요.,최고,0
미의 기준은 모두가 다르니까요.,최고,0
믿음이 가장 중요하죠.,최고,0
바다는 사계절 내내 좋아요.,최고,0
바보는 자기한테 바보라고 하지 않아요.,최고,0
바쁘면 좋은거죠.,최고,0
바쁜 게 도움이 되지요.,최고,0
밖에서 만나보세요.,최고,0
반했나 봐요.,최고,0
발표는 누구나 떨려요.,최고,0
밥심으로 사는 거죠.,최고,0
배드민턴 어떠세요?,최고,0
배우면 금방 배우실 거예요.,최고,0
배우자와 대화를 나눠보세요.,최고,0
배울 점은 배우세요.,최고,0
배움에는 언제나 찬성이에요.,최고,0
버릴 건 버려야지요.,최고,0
버릴 건 버리세요.,최고,0
변명보다는 포장이 좋을 것 같아요.,최고,0
변신은 무죄!,최고,0
변화가 필요해보여요.,최고,0
변화를 주는 것도 좋겠죠.,최고,0
보고 싶었던 영화 보세요.,최고,0
보다 보면 괜찮아요.,최고,0
보다 보면 재미있어요.,최고,0
보러 가세요.,최고,0
보안상 그게 좋죠.,최고,0
볼매인가봐요.,최고,0
봄 꽃 구경 가는걸 추천합니다.,최고,2
봉사활동도 좋을 거예요.,최고,0
부러워요!,최고,0
부럽네요.,최고,0
부모님과 이야기해보세요.,최고,0
부자되실 거예요!,최고,0
부지런하시네요.,최고,0
분명 좋아할거예요.,최고,0
분위기 있네요.,최고,1
분위기도 맛도 다 좋겠네요.,최고,0
붙는 곳이 있을 거예요.,최고,0
비싸지만 맛있어요.,최고,0
빚 얼른 갚고 새 출발 하세요.,최고,0
빛이 있을 거예요.,최고,0
빼면 깔끔해질 거예요.,최고,0
사과할 타이밍을 놓치지 마세요.,최고,0
사람들이 몰라줘도 알아주는 사람이 있을 거예요.,최고,0
사람마다 행복의 크기가 다르겠지만 행복할 거예요.,최고,0
사랑 받기 위해 태어났어요.,최고,0
사랑과 현금이면 충분해요.,최고,0
사랑의 느낌이길 바라요.,최고,0
사랑하는 사람이니까 좋을 거예요.,최고,2
사랑해주는 사람이 있을 거예요.,최고,1
사전도 사람이 만드니까 이해해주세요.,최고,0
사회생활을 이해해주세요.,최고,0
산책 좀 해야겠네여.,최고,0
산책 한 번 하고 올까요?,최고,1
산책을 하는 것도 좋을 것 같아요.,최고,1
살 안 찌는 게 좋을 것 같아요.,최고,0
살고 싶은대로 사세요.,최고,0
살다보면 하고 싶은 게 생길 수도 있어요.,최고,0
살아온 날보다 앞으로 살 날이 더 많아요.,최고,1
살아있음 그 자체가 좋은 거예요.,최고,0
살아있음 자체로 의미가 있으니까요.,최고,0
상대방도 미소짓게 해주세요.,최고,0
상대방에게 필요한 실용적인 선물이 좋을 거 같아요.,최고,2
새로운 곳에서 적응하고 더 잘할 수 있을 거예요.,최고,0
새로운 관계를 만들면 돼요.,최고,0
새로운 도전은 용기가 필요하죠.,최고,0
새로운 스타일 도전해 보시면 어때요?,최고,0
새로운 스타일에 도전하는 것도 좋아요.,최고,0
새로운 시작 응원해요!,최고,0
새 학기 준비 잘 하세요.,최고,0
색다른걸 드셔보세요.,최고,0
생각보다 정신은 강합니다.,최고,1
생각을 종이에 끄적여 보는 게 도움이 될 수도 있어요.,최고,1
생각을 한 번 바꿔보세요.,최고,0
서로 노력하면 행복할 거예요.,최고,0
서로 다르게 태어난 이유는 저마다의 목소리를 내기 위해서예요. 자신의 목소리를 들어주세요.,최고,0
서로 더 이해해보세요.,최고,2
서로 마음만 맞으면 가능해요.,최고,0
서로 배려해야 하니까요.,최고,0
서로 예의를 지키면서 진심으로 아껴주세요.,최고,0
서로를 아는 좋은 기회가 되겠네요.,최고,0
서로를 위한 선택이길 바랄게요.,최고,1
서로를 조금만 생각해 주면 만남이 즐거울 텐데 말이에요.,최고,0
서로를 향한 감정도 좋았겠죠.,최고,0
서로에게 귀 기울이는 방법도 있어요.,최고,0
서로에게 좋은 선물이 될 거예요.,최고,0
서로에게 좋은 영향을 주는 관계입니다.,최고,0
서로의 마음에 달려있겠죠.,최고,0
서툰 게 많지만 다 잘 될 거예요.,최고,0
서툰 애정표현일 수도 있어요.,최고,0
선생님도 좋아할 거예요.,최고,0
선이 예뻐질 거예요.,최고,0
성격이 좋으면 인기가 있을 거예요.,최고,0
성공을 기원합니다.,최고,0
성공을 빌어요.,최고,0
성공적으로 끝날 거예요.,최고,0
성공적으로 마치길 바랄게요.,최고,0
성공하길 바랄게요.,최고,2
성공하길 바랍니다.,최고,0
성덕이네요.,최고,0
성장을 위한 비판의 말로 받아들여보세요.,최고,0
세상에서 제일 귀엽죠!,최고,0
세상의 무엇보다 건강이 제일 중요해요.,최고,0
센스있는 선물이에요.,최고,0
소개팅 시켜달라고 말해보세요.,최고,0
소개팅으로 잘 된 사람 많아요.,최고,0
소리 한 번 크게 지르고 잊어버리세요.,최고,1
소리를 질러보세요.,최고,0
소리를 크게 한 번 질러보세요.,최고,0
소맥이요!,최고,0
소소한 변화도 삶의 원동력이에요.,최고,0
소소한 행복을 느껴보세요.,최고,0
소원을 비세요.,최고,0
소주 한 잔.,최고,1
소중한 사람이에요.,최고,0
속은 후련하겠어요.,최고,1
손길이 가서 더 애정이 생길 것 같아요.,최고,0
손재주가 좋으시네요.,최고,0
손편지도 좋을 거 같아요.,최고,2
솔직한 마음으로 다가가는 거죠.,최고,2
솔직한 마음을 전해보세요.,최고,2
솜씨가 좋으시네요.,최고,0
쇼핑은 아울렛이죠.,최고,0
수고 많았어요.,최고,1
수고했어요.,최고,1
수고했어요. 오늘도.,최고,2
수제 케익을 받으면 많이 좋아할 거예요.,최고,0
숙면하겠네요.,최고,0
술 안 마셔도 놀 수 있어요.,최고,0
술은 끊는 게 좋죠.,최고,1
술은 적당히 즐기세요.,최고,0
숨 쉴 수 있을 때가 올 거예요.,최고,1
숨 쉴만 했으면 좋겠네요.,최고,0
쉬고 나면 힘이 날거예요. 맛있는 것도 드세요,최고,0
쉬어야 충전도 되죠.,최고,0
쉬운 것부터 해결해보세요.,최고,1
슈퍼라도 가서 쇼핑하고 오세요.,최고,0
스스로도 존중해주세요.,최고,0
스타일러 사세요.,최고,0
스타일의 변화도 좋을 거예요.,최고,0
스트레칭을 해보세요.,최고,0
스트레칭해주세요.,최고,0
시간내서 가보세요.,최고,0
시간내서 부모님 집에 찾아가 보세요.,최고,0
시간이 걸릴 수도 있지만 괜찮아질 거예요. 다른 곳으로 관심을 돌려보는 건 어떨까요?,최고,1
시도해봐도 좋겠죠.,최고,0
시어머니가 이뻐해 주실거예요.,최고,0
시원하게 씻고 오세요.,최고,0
시원하게 지낸 값이죠.,최고,0
시원하게 지르고 오세요.,최고,0
시원한 물이라도 한 잔 드세요~,최고,0
시원한 아이스크림 어떠세요?,최고,0
시원한 쥬스는 어때요.,최고,0
시원할 것 같아요.,최고,0
시작!,최고,0
시작은 다 좋죠.,최고,0
시작이 반이에요. 어서 준비하세요.,최고,0
식단조절도 하고 꾸준히 운동하세요.,최고,0
식물을 키우는 건 정신건강에 도움이 될 거예요.,최고,0
식이요법이랑 같이 병행해보세요.,최고,0
식초 넣고 빨래해보세요.,최고,0
신나는 노래로 분위기를 띄워보세요.,최고,0
신나는 노래를 들어보세요.,최고,0
신나는 음악 들어보세요.,최고,0
신상으로 바꾸세요.,최고,0
신선한 과일 좋죠,최고,0
신혼여행은 자유여행이죠!,최고,0
실내 데이트가 좋겠네요.,최고,0
실내 데이트요.,최고,0
실용적인 선물이라 괜찮을 거예요.,최고,0
실천이 말보다 낫죠.,최고,0
실컷 스키탈 수 있을 것 같아요.,최고,0
실패해도 조금씩 고치려고 해보세요.,최고,0
심장은 항상 뜁니다.,최고,1
심플하게 꾸며보세요.,최고,0
싸우면서 정 들 거예요.,최고,0
썸에서 연인으로 성공하길 바라요.,최고,0
씻고 푹 쉬세요.,최고,0
아름다운 곳이죠.,최고,0
아름다운 나이테예요.,최고,0
아무것도 안해도 재밌을 거예요.,최고,0
아무도 없는 곳으로 여행을 떠나보세요.,최고,0
아무래도 뿌듯할 거예요.,최고,0
아무렇게나 자라도 돼요.,최고,0
아무렇지도 않는 날이 올 거예요.,최고,1
아무리 힘들어도 자신을 보듬어주세요.,최고,1
아무말도 하지말고 침묵하세요.,최고,0
아이는 아이다워야 아름답죠.,최고,0
아이를 금수저로 만들어주세요.,최고,0
아이스크림 먹어보세요,최고,0
아직 모르겠어요. 인공지능에 성별을 만드는 사람이 되어 주세요,최고,0
아직 순수하다는 증거일 거예요.,최고,0
아직도 사랑한다면 용기를 내서 다시 시작해보세요.,최고,2
안 괜찮아도 돼요.,최고,1
안전이 최고죠!,최고,0
안정적이고 좋죠.,최고,0
안해도 괜찮을 거예요,최고,0
안해도 귀여워요.,최고,0
안해도 예뻐요.,최고,0
알뜰한 소비 하셨네요.,최고,0
알바해보세요.,최고,0
알아봐주는 사람이 있을 거예요.,최고,0
알콩달콩 부럽네요.,최고,2
알콩달콩 사랑할 때네요.,최고,2
앞으로 좋은 일만 있을거예요.,최고,1
애그 샌드위치 추천합니다.,최고,0
애정의 증거라 생각할게요.,최고,0
애정표현이라고 생각하세요.,최고,0
애정표현일 지도 몰라요.,최고,0
애틋한 사랑이네요.,최고,2
야경 좋은 곳으로 가보세요.,최고,0
야경이 멋져요. 야경구경 가세요.,최고,0
야경이 예쁜 곳이요.,최고,0
야근 수당을 챙겨보세요.,최고,0
야근이 만든 야경이죠.,최고,0
양이 많으면 추천해요.,최고,0
어깨 펴고 좀 더 당당해져도 돼요.,최고,0
어둠에서 나온다니 다행이에요.,최고,0
어디서든 혼자 술 마실 수 있어요.,최고,1
어디에서 일하든 상관 없어요.,최고,0
어떤 분야를 좋아하는지 알아보세요.,최고,0
어떻게든 잘 살 거예요.,최고,0
어서 따듯한 곳으로 가세요,최고,0
어서 잊고 새출발 하세요.,최고,0
어울리는 향수가 있을 거예요.,최고,0
억지로라도 긍정적인 감정을 끄집어보세요.,최고,1
억지로라도 긍정적인 감정을 끌어올려보세요.,최고,1
억지로라도 긍정적인 생각을 해보세요.,최고,1
억지로라도 웃어보세요!,최고,0
언제든 다시 시작할 수 있어요.,최고,1
언제든 더 좋은 사람 만날 수 있어요.,최고,1
언젠간 좋은 일로 돌아올 거예요.,최고,1
얼굴이 다가 아니에요.,최고,0
얼굴이 준비되어야겠지요.,최고,0
얼른 끝내시길 기도할게요.,최고,0
얼른 뚫어보아요.,최고,0
얼른 만나러가세요.,최고,2
얼른 맛난 음식 드세요.,최고,0
얼른 뭐라도 드세요.,최고,0
얼른 실내로 들어가세요.,최고,0
얼른 알아보세요.,최고,0
얼른 연락해보세요.,최고,2
얼른 주무세요.,최고,0
엄마한테 잘해야 돼요.,최고,0
여유가 생기길 바랍니다.,최고,0
여유는 마음 가짐에 있어요.,최고,0
여유를 가지세요.,최고,0
여유를 갖고 찾아보세요.,최고,1
여행 다녀와 보세요.,최고,0
여행 좋죠!,최고,0
여행은 언제나 좋죠.,최고,0
여행은 항상 좋죠.,최고,0
여행을 떠나 보세요.,최고,1
여행을 떠나세요.,최고,0
역할 분담을 잘 해보세요.,최고,0
연극 좋죠.,최고,2
연락드려 보세요.,최고,0
연인은 살쪄도 잘 알아차리지 못하고 알아차려도 싫어하지 않을 거예요.,최고,0
열심히 공부하길 바랍니다.,최고,0
열심히 저축해서 분양받으세요.,최고,0
열심히 준비한만큼 잘 볼 수 있을 거예요.,최고,0
열심히 하네요.,최고,0
열심히 하다보면 받을 수 있을 거예요.,최고,0
열심히 하면 받을 수 있을 거예요.,최고,0
열심히 하면 할 수 있을 거예요.,최고,0
영상을 보며 연습해봅시다.,최고,0
영화 한 편 보세요.,최고,1
영화 한 편 어떠세요?,최고,1
영화를 많이 볼 수 있어서 좋을 것 같아요.,최고,0
옆 사람에게 잘해주세요.,최고,0
예비 부자님 파이팅!,최고,0
예뻐요.,최고,0
예뻐질 거예요.,최고,0
예뻐해 주세요.,최고,0
예쁘게 깍고 오세요.,최고,0
예쁘게 깎아요!,최고,0
예쁘게 변신하고 오세요.,최고,0
예쁜 사랑하세요!,최고,2
예쁜 걸로 하나 사주세요.,최고,0
예쁠 것 같아요.,최고,0
오늘 못 먹었어도 내일 먹으면 더 맛있을 거예요.,최고,0
오늘 일찍 주무세요.,최고,0
오늘 피크닉 가기 좋은 날이에요.,최고,0
오늘 하루도 화이팅하세요.,최고,1
오늘 헤어졌어 라고 하면 위로해 드려요.,최고,0
오늘도 고생했어요.,최고,1
오늘도 잘 견디셨어요.,최고,1
오늘도 평안했던 하루에 감사하는 마음을 가져보세요.,최고,0
오늘부터 하기로 해요.,최고,0
오늘은 그냥 뒹굴뒹글 같이 놀아요.,최고,0
오늘은 바지가 좋을거 같아요.,최고,0
오늘은 쉬면서 보세요.,최고,0
오늘은 쉬세요.,최고,0
오늘은 약간의 변화를 줘보세요.,최고,0
오늘은 예능이요.,최고,0
오늘은 힘내려 하지 말아요. 저에게 기대세요.,최고,1
오늘을 살아가는 것.,최고,1
오늘이 중요하죠.,최고,0
오래 살면 가능할 거 같아요.,최고,0
오래된 건 오래된 대로 매력이 있죠.,최고,0
오랜만에 쇼핑해보세요.,최고,0
오랜만에 연락 받으면 반가울 것 같아요.,최고,0
온 가족이 모두 마음에 드는 곳으로 가보세요.,최고,0
온전히 느낄 수 있는 시간이겠네요.,최고,0
온전히 행복할 날이 올 거예요.,최고,1
옳소.,최고,1
옷깃만 스쳐도 인연이죠.,최고,0
옷이요.,최고,0
완벽한 주말이네요.,최고,0
완전 귀엽죠?,최고,0
완전 좋죠.,최고,0
요즘은 잘 안 배우는 언어도 좋은 거 같아요.,최고,0
요즘은 팀워크가 더 중요해졌어요.,최고,0
용기 내보세요.,최고,0
용기가 필요한 순간이네요.,최고,0
용기내보는 것도 좋을 것 같아요.,최고,2
용기내서 고백해보세요.,최고,0
용기내서 말해보세요.,최고,0
용기내세요.,최고,0
용기를 가지세요.,최고,1
용기를 내보세요!,최고,0
용기를 내세요.,최고,0
용기를 내요!,최고,0
우리가 사랑받고 있음을 확신하는 것입니다.,최고,0
우산 같은 사람이네요.,최고,0
